Cluster	Name	GO terms	GO source	Description (Direct description or transfer from target)
2	Zm00001d048856	GO:0010207 photosystem II assembly		
2	Zm00001d048856	GO:0042180 cellular ketone metabolic process		
2	Zm00001d048856	GO:0004828 serine-tRNA ligase activity		
2	Zm00001d048856	GO:0042793 transcription from plastid promoter		
2	Zm00001d051861	GO:0048449 floral organ formation	 --- 	 --- 
2	Zm00001d051861	GO:0003677 DNA binding		
2	Zm00001d051861	GO:0051567 histone H3-K9 methylation		
2	Zm00001d051861	GO:0005634 nucleus		
2	Zm00001d051861	GO:0010103 stomatal complex morphogenesis		
2	Zm00001d051861	GO:0006306 DNA methylation		
2	Zm00001d051861	GO:0007000 nucleolus organization		
2	Zm00001d051861	GO:0051322 anaphase		
2	Zm00001d051861	GO:0016021 integral component of membrane		
2	Zm00001d051861	GO:0000280 nuclear division		
2	Zm00001d051861	GO:0006346 methylation-dependent chromatin silencing		
2	Zm00001d051861	GO:0051225 spindle assembly		
2	Zm00001d051861	GO:0006260 DNA replication		
2	Zm00001d051861	GO:0016572 histone phosphorylation		
2	Zm00001d051861	GO:0048645 organ formation		
2	Zm00001d051861	GO:0000279 M phase		
2	Zm00001d051861	GO:0008283 cell proliferation		
2	Zm00001d051861	GO:0090377 seed trichome initiation		
2	Zm00001d051861	GO:0007267 cell-cell signaling		
2	Zm00001d051861	GO:0031048 chromatin silencing by small RNA		
2	Zm00001d051861	GO:0043433 negative regulation of sequence-specific DNA binding transcription factor activity		
2	Zm00001d051861	GO:0000911 cytokinesis by cell plate formation		
2	Zm00001d051861	GO:0010267 production of ta-siRNAs involved in RNA interference		
2	Zm00001d051861	GO:0035196 production of miRNAs involved in gene silencing by miRNA		
2	Zm00001d051861	GO:0009909 regulation of flower development		
2	Zm00001d051861	GO:0009616 virus induced gene silencing		
2	Zm00001d043335	GO:0016020 membrane	 --- 	 --- 
2	Zm00001d043335	GO:0008483 transaminase activity		
2	Zm00001d043335	GO:0051567 histone H3-K9 methylation		
2	Zm00001d043335	GO:0008236 serine-type peptidase activity		
2	Zm00001d043335	GO:0048869 cellular developmental process		
2	Zm00001d043335	GO:0009616 virus induced gene silencing		
2	Zm00001d043335	GO:0005635 nuclear envelope		
2	Zm00001d043335	GO:0005654 nucleoplasm		
2	Zm00001d043335	GO:0005652 nuclear lamina		
2	Zm00001d043335	GO:0016572 histone phosphorylation		
2	Zm00001d043335	GO:0000789 cytoplasmic chromatin		
2	Zm00001d043335	GO:0097298 regulation of nucleus size		
2	Zm00001d043335	GO:0007267 cell-cell signaling		
2	Zm00001d043335	GO:0010050 vegetative phase change		
2	Zm00001d043335	GO:0051179 localization		
2	Zm00001d043335	GO:0009507 chloroplast		
2	Zm00001d043335	GO:0006997 nucleus organization		
2	Zm00001d043335	GO:0010267 production of ta-siRNAs involved in RNA interference		
2	Zm00001d043335	GO:0035196 production of miRNAs involved in gene silencing by miRNA		
2	Zm00001d043335	GO:0010369 chromocenter		
2	Zm00001d043335	GO:0006342 chromatin silencing		
2	Zm00001d043335	GO:0048731 system development		
2	Zm00001d043335	GO:0005829 cytosol		
2	Zm00001d014977	GO:0043234 protein complex	 --- 	 --- 
2	Zm00001d014977	GO:0008094 DNA-dependent ATPase activity		
2	Zm00001d014977	GO:1900036 positive regulation of cellular response to heat		
2	Zm00001d014977	GO:1903798 regulation of production of miRNAs involved in gene silencing by miRNA		
2	Zm00001d014977	GO:0005829 cytosol		
2	Zm00001d014977	GO:0043044 ATP-dependent chromatin remodeling		
2	Zm00001d014977	GO:0010199 organ boundary specification between lateral organs and the meristem		
2	Zm00001d014977	GO:0004386 helicase activity		
2	Zm00001d014977	GO:0006355 regulation of transcription, DNA-templated		
2	Zm00001d014977	GO:0044428 nuclear part		
2	Zm00001d014977	GO:0006366 transcription from RNA polymerase II promoter		
2	Zm00001d014977	GO:0003682 chromatin binding		
2	Zm00001d014977	GO:0003677 DNA binding		
2	Zm00001d014977	GO:0005524 ATP binding		
2	Zm00001d006899	GO:0032502 developmental process	 --- 	 --- 
2	Zm00001d006899	GO:0044710 single-organism metabolic process		
2	Zm00001d006899	GO:0022627 cytosolic small ribosomal subunit		
2	Zm00001d006899	GO:0042274 ribosomal small subunit biogenesis		
2	Zm00001d006899	GO:0005730 nucleolus		
2	Zm00001d006899	GO:0042255 ribosome assembly		
2	Zm00001d006899	GO:0003735 structural constituent of ribosome		
2	Zm00001d006899	GO:0065007 biological regulation		
2	Zm00001d006899	GO:0006364 rRNA processing		
2	Zm00001d006899	GO:0005886 plasma membrane		
2	Zm00001d006899	GO:0009507 chloroplast		
2	Zm00001d006899	GO:0006412 translation		
2	Zm00001d006899	GO:0040007 growth		
2	Zm00001d034628	GO:0003735 structural constituent of ribosome	 --- 	 --- 
2	Zm00001d034628	GO:0044710 single-organism metabolic process		
2	Zm00001d034628	GO:0022627 cytosolic small ribosomal subunit		
2	Zm00001d034628	GO:0005730 nucleolus		
2	Zm00001d034628	GO:0090304 nucleic acid metabolic process		
2	Zm00001d034628	GO:0065007 biological regulation		
2	Zm00001d034628	GO:0006412 translation		
2	Zm00001d018096	GO:0009941 chloroplast envelope	 --- 	 --- 
2	Zm00001d018096	GO:0044710 single-organism metabolic process		
2	Zm00001d018096	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d018096	GO:0019219 regulation of nucleobase-containing compound metabolic process		
2	Zm00001d018096	GO:0009570 chloroplast stroma		
2	Zm00001d018096	GO:0006412 translation		
2	Zm00001d018096	GO:0003735 structural constituent of ribosome		
2	Zm00001d018096	GO:0010629 negative regulation of gene expression		
2	Zm00001d018096	GO:0010556 regulation of macromolecule biosynthetic process		
2	Zm00001d018096	GO:0016570 histone modification		
2	Zm00001d018096	GO:0031326 regulation of cellular biosynthetic process		
2	Zm00001d018096	GO:0009295 nucleoid		
2	Zm00001d018096	GO:0048523 negative regulation of cellular process		
2	Zm00001d018096	GO:0006351 transcription, DNA-templated		
2	Zm00001d037905	GO:0009207 purine ribonucleoside triphosphate catabolic process	 --- 	 --- 
2	Zm00001d037905	GO:0006414 translational elongation		
2	Zm00001d037905	GO:0046039 GTP metabolic process		
2	Zm00001d037905	GO:0005730 nucleolus		
2	Zm00001d037905	GO:0005773 vacuole		
2	Zm00001d037905	GO:0009154 purine ribonucleotide catabolic process		
2	Zm00001d037905	GO:0003924 GTPase activity		
2	Zm00001d037905	GO:0005739 mitochondrion		
2	Zm00001d037905	GO:1901069 guanosine-containing compound catabolic process		
2	Zm00001d037905	GO:0005886 plasma membrane		
2	Zm00001d037905	GO:0046686 response to cadmium ion		
2	Zm00001d037905	GO:0003746 translation elongation factor activity		
2	Zm00001d037905	GO:0009507 chloroplast		
2	Zm00001d037905	GO:0005525 GTP binding		
2	Zm00001d050193	GO:0005730 nucleolus	 --- 	 --- 
2	Zm00001d050193	GO:0005618 cell wall		
2	Zm00001d050193	GO:0044822 poly(A) RNA binding		
2	Zm00001d050193	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d050193	GO:0005774 vacuolar membrane		
2	Zm00001d050193	GO:0003735 structural constituent of ribosome		
2	Zm00001d050193	GO:0000463 maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
2	Zm00001d050193	GO:0005886 plasma membrane		
2	Zm00001d050193	GO:0002181 cytoplasmic translation		
2	Zm00001d050193	GO:0009506 plasmodesma		
2	Zm00001d050193	GO:0009507 chloroplast		
2	Zm00001d052718	GO:0010204 defense response signaling pathway, resistance gene-independent	 --- 	 --- 
2	Zm00001d052718	GO:0031090 organelle membrane		
2	Zm00001d052718	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d052718	GO:0046283 anthocyanin-containing compound metabolic process		
2	Zm00001d052718	GO:0005789 endoplasmic reticulum membrane		
2	Zm00001d052718	GO:0003735 structural constituent of ribosome		
2	Zm00001d052718	GO:0009790 embryo development		
2	Zm00001d052718	GO:0055074 calcium ion homeostasis		
2	Zm00001d052718	GO:0001510 RNA methylation		
2	Zm00001d052718	GO:0009626 plant-type hypersensitive response		
2	Zm00001d052718	GO:0009698 phenylpropanoid metabolic process		
2	Zm00001d052718	GO:0006412 translation		
2	Zm00001d052718	GO:0042742 defense response to bacterium		
2	Zm00001d043548	GO:0004826 phenylalanine-tRNA ligase activity	 --- 	 --- 
2	Zm00001d043548	GO:0000049 tRNA binding		
2	Zm00001d043548	GO:0008033 tRNA processing		
2	Zm00001d043548	GO:0070156 mitochondrial phenylalanyl-tRNA aminoacylation		
2	Zm00001d043548	GO:0009570 chloroplast stroma		
2	Zm00001d043548	GO:0016020 membrane		
2	Zm00001d043548	GO:0005739 mitochondrion		
2	Zm00001d043548	GO:0000287 magnesium ion binding		
2	Zm00001d043548	GO:0005524 ATP binding		
2	Zm00001d043548	GO:0042180 cellular ketone metabolic process		
2	Zm00001d044207	GO:0032502 developmental process	 --- 	 --- 
2	Zm00001d044207	GO:0003735 structural constituent of ribosome		
2	Zm00001d044207	GO:0044710 single-organism metabolic process		
2	Zm00001d044207	GO:0005840 ribosome		
2	Zm00001d044207	GO:0005829 cytosol		
2	Zm00001d044207	GO:0042255 ribosome assembly		
2	Zm00001d044207	GO:0006412 translation		
2	Zm00001d044207	GO:0090304 nucleic acid metabolic process		
2	Zm00001d044207	GO:0005886 plasma membrane		
2	Zm00001d044207	GO:0050789 regulation of biological process		
2	Zm00001d030256	GO:0006629 lipid metabolic process	 --- 	 --- 
2	Zm00001d030256	GO:0005829 cytosol		
2	Zm00001d030256	GO:0006412 translation		
2	Zm00001d030256	GO:0006950 response to stress		
2	Zm00001d030256	GO:0005886 plasma membrane		
2	Zm00001d030256	GO:0009507 chloroplast		
2	Zm00001d030256	GO:0050789 regulation of biological process		
2	Zm00001d030256	GO:0009506 plasmodesma		
2	Zm00001d030256	GO:0047372 acylglycerol lipase activity		
2	Zm00001d003556	GO:0009207 purine ribonucleoside triphosphate catabolic process	 --- 	 --- 
2	Zm00001d003556	GO:0009941 chloroplast envelope		
2	Zm00001d003556	GO:0009887 organ morphogenesis		
2	Zm00001d003556	GO:0046039 GTP metabolic process		
2	Zm00001d003556	GO:0050665 hydrogen peroxide biosynthetic process		
2	Zm00001d003556	GO:0010638 positive regulation of organelle organization		
2	Zm00001d003556	GO:0009154 purine ribonucleotide catabolic process		
2	Zm00001d003556	GO:0003924 GTPase activity		
2	Zm00001d003556	GO:0009888 tissue development		
2	Zm00001d003556	GO:0010228 vegetative to reproductive phase transition of meristem		
2	Zm00001d003556	GO:1901069 guanosine-containing compound catabolic process		
2	Zm00001d003556	GO:0009165 nucleotide biosynthetic process		
2	Zm00001d003556	GO:0009570 chloroplast stroma		
2	Zm00001d003556	GO:0016926 protein desumoylation		
2	Zm00001d003556	GO:0003743 translation initiation factor activity		
2	Zm00001d003556	GO:0006413 translational initiation		
2	Zm00001d003556	GO:0033044 regulation of chromosome organization		
2	Zm00001d003556	GO:0005525 GTP binding		
2	Zm00001d053863	GO:0003735 structural constituent of ribosome	 --- 	 --- 
2	Zm00001d053863	GO:0044710 single-organism metabolic process		
2	Zm00001d053863	GO:0006412 translation		
2	Zm00001d053863	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d019147	GO:0022627 cytosolic small ribosomal subunit	 --- 	 --- 
2	Zm00001d019147	GO:0005730 nucleolus		
2	Zm00001d019147	GO:0005618 cell wall		
2	Zm00001d019147	GO:0005886 plasma membrane		
2	Zm00001d019147	GO:0009220 pyrimidine ribonucleotide biosynthetic process		
2	Zm00001d019147	GO:0006412 translation		
2	Zm00001d019147	GO:0003735 structural constituent of ribosome		
2	Zm00001d019147	GO:0003723 RNA binding		
2	Zm00001d019147	GO:0001510 RNA methylation		
2	Zm00001d019147	GO:0050789 regulation of biological process		
2	Zm00001d019147	GO:0009506 plasmodesma		
2	Zm00001d019147	GO:0009507 chloroplast		
2	Zm00001d037992	GO:0005737 cytoplasm	 --- 	 --- 
2	Zm00001d037992	GO:0007050 cell cycle arrest		
2	Zm00001d037992	GO:0005730 nucleolus		
2	Zm00001d037992	GO:0008283 cell proliferation		
2	Zm00001d037992	GO:0030529 intracellular ribonucleoprotein complex		
2	Zm00001d037992	GO:0005654 nucleoplasm		
2	Zm00001d037992	GO:0005576 extracellular region		
2	Zm00001d037992	GO:0045892 negative regulation of transcription, DNA-templated		
2	Zm00001d037992	GO:0006364 rRNA processing		
2	Zm00001d037992	GO:0005886 plasma membrane		
2	Zm00001d037992	GO:0003677 DNA binding		
2	Zm00001d037992	GO:0006417 regulation of translation		
2	Zm00001d037992	GO:0006508 proteolysis		
2	Zm00001d037992	GO:0004177 aminopeptidase activity		
2	Zm00001d030146	GO:0044710 single-organism metabolic process	 --- 	 --- 
2	Zm00001d030146	GO:0005840 ribosome		
2	Zm00001d030146	GO:0005739 mitochondrion		
2	Zm00001d030146	GO:0006412 translation		
2	Zm00001d030146	GO:0003735 structural constituent of ribosome		
2	Zm00001d030146	GO:0005488 binding		
2	Zm00001d030146	GO:0051234 establishment of localization		
2	Zm00001d030146	GO:0050789 regulation of biological process		
2	Zm00001d018957	GO:0042545 cell wall modification	 --- 	 --- 
2	Zm00001d018957	GO:0009664 plant-type cell wall organization		
2	Zm00001d018957	GO:0005730 nucleolus		
2	Zm00001d018957	GO:0005618 cell wall		
2	Zm00001d018957	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d018957	GO:0009220 pyrimidine ribonucleotide biosynthetic process		
2	Zm00001d018957	GO:0005774 vacuolar membrane		
2	Zm00001d018957	GO:0003735 structural constituent of ribosome		
2	Zm00001d018957	GO:0005886 plasma membrane		
2	Zm00001d018957	GO:0001510 RNA methylation		
2	Zm00001d018957	GO:0006412 translation		
2	Zm00001d018957	GO:0009506 plasmodesma		
2	Zm00001d018957	GO:0009507 chloroplast		
2	Zm00001d053636	GO:0044710 single-organism metabolic process	 --- 	 --- 
2	Zm00001d053636	GO:0022627 cytosolic small ribosomal subunit		
2	Zm00001d053636	GO:0005730 nucleolus		
2	Zm00001d053636	GO:0005618 cell wall		
2	Zm00001d053636	GO:0003735 structural constituent of ribosome		
2	Zm00001d053636	GO:0000462 maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
2	Zm00001d053636	GO:0005886 plasma membrane		
2	Zm00001d053636	GO:0006414 translational elongation		
2	Zm00001d053636	GO:0009507 chloroplast		
2	Zm00001d011947	GO:0032502 developmental process	 --- 	 --- 
2	Zm00001d011947	GO:0003735 structural constituent of ribosome		
2	Zm00001d011947	GO:0044710 single-organism metabolic process		
2	Zm00001d011947	GO:0005840 ribosome		
2	Zm00001d011947	GO:0005829 cytosol		
2	Zm00001d011947	GO:0042255 ribosome assembly		
2	Zm00001d011947	GO:0090304 nucleic acid metabolic process		
2	Zm00001d011947	GO:0065007 biological regulation		
2	Zm00001d011947	GO:0005886 plasma membrane		
2	Zm00001d011947	GO:0006412 translation		
2	Zm00001d054065	GO:0044710 single-organism metabolic process	 --- 	 --- 
2	Zm00001d054065	GO:0006412 translation		
2	Zm00001d054065	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d054065	GO:0006334 nucleosome assembly		
2	Zm00001d054065	GO:0000786 nucleosome		
2	Zm00001d054065	GO:0042256 mature ribosome assembly		
2	Zm00001d054065	GO:0003735 structural constituent of ribosome		
2	Zm00001d054065	GO:0001510 RNA methylation		
2	Zm00001d054065	GO:0046872 metal ion binding		
2	Zm00001d054065	GO:0050789 regulation of biological process		
2	Zm00001d054065	GO:0019843 rRNA binding		
2	Zm00001d034750	GO:0042273 ribosomal large subunit biogenesis	 --- 	 --- 
2	Zm00001d034750	GO:0015934 large ribosomal subunit		
2	Zm00001d034750	GO:0005783 endoplasmic reticulum		
2	Zm00001d034750	GO:0000900 translation repressor activity, nucleic acid binding		
2	Zm00001d034750	GO:0003730 mRNA 3'-UTR binding		
2	Zm00001d034750	GO:0005829 cytosol		
2	Zm00001d034750	GO:0005730 nucleolus		
2	Zm00001d034750	GO:0006606 protein import into nucleus		
2	Zm00001d034750	GO:0016043 cellular component organization		
2	Zm00001d034750	GO:0006406 mRNA export from nucleus		
2	Zm00001d034750	GO:0017148 negative regulation of translation		
2	Zm00001d034750	GO:0006351 transcription, DNA-templated		
2	Zm00001d034750	GO:0001510 RNA methylation		
2	Zm00001d034750	GO:0005934 cellular bud tip		
2	Zm00001d034750	GO:0007275 multicellular organism development		
2	Zm00001d034750	GO:0044743 intracellular protein transmembrane import		
2	Zm00001d034750	GO:0031047 gene silencing by RNA		
2	Zm00001d012886	GO:0042545 cell wall modification	 --- 	 --- 
2	Zm00001d012886	GO:0009664 plant-type cell wall organization		
2	Zm00001d012886	GO:0044710 single-organism metabolic process		
2	Zm00001d012886	GO:0006414 translational elongation		
2	Zm00001d012886	GO:0022627 cytosolic small ribosomal subunit		
2	Zm00001d012886	GO:0042256 mature ribosome assembly		
2	Zm00001d012886	GO:0003735 structural constituent of ribosome		
2	Zm00001d012886	GO:0000461 endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
2	Zm00001d012886	GO:0065007 biological regulation		
2	Zm00001d012886	GO:0000447 endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
2	Zm00001d012886	GO:0016925 protein sumoylation		
2	Zm00001d051600	GO:0016020 membrane	 --- 	 --- 
2	Zm00001d051600	GO:0051567 histone H3-K9 methylation		
2	Zm00001d051600	GO:0000226 microtubule cytoskeleton organization		
2	Zm00001d051600	GO:0000789 cytoplasmic chromatin		
2	Zm00001d051600	GO:0005730 nucleolus		
2	Zm00001d051600	GO:0006342 chromatin silencing		
2	Zm00001d051600	GO:0009616 virus induced gene silencing		
2	Zm00001d051600	GO:0005635 nuclear envelope		
2	Zm00001d051600	GO:0005654 nucleoplasm		
2	Zm00001d051600	GO:0016740 transferase activity		
2	Zm00001d051600	GO:0005652 nuclear lamina		
2	Zm00001d051600	GO:0016572 histone phosphorylation		
2	Zm00001d051600	GO:0006997 nucleus organization		
2	Zm00001d051600	GO:0007267 cell-cell signaling		
2	Zm00001d051600	GO:0010050 vegetative phase change		
2	Zm00001d051600	GO:0009506 plasmodesma		
2	Zm00001d051600	GO:0000911 cytokinesis by cell plate formation		
2	Zm00001d051600	GO:0010267 production of ta-siRNAs involved in RNA interference		
2	Zm00001d051600	GO:0035196 production of miRNAs involved in gene silencing by miRNA		
